AGENCY #,AGENCY TITLE,CLASSIFICATION,SERVICE TYPE,FULL/PART-TIME,ANNUAL SALARY
58030,OUS - Oregon State University,Chemist 2,Classified Staff,Full-Time,$56688.00
58030,OUS - Oregon State University,Accountant 2,Classified Staff,Full-Time,$56688.00
58030,OUS - Oregon State University,Senior Graphic Designer,Classified Staff,Full-Time,$56688.00
58030,OUS - Oregon State University,Accountant 1,Classified Staff,Full-Time,$56688.00
58030,OUS - Oregon State University,Pipe & Steam Fitter,Classified Staff,Full-Time,$56688.00
58030,OUS - Oregon State University,Plumber,Classified Staff,Full-Time,$56688.00
58030,OUS - Oregon State University,Program Technician 1,Classified Staff,Full-Time,$56688.00
58030,OUS - Oregon State University,Program Representative 2,Classified Staff,Full-Time,$56688.00
58030,OUS - Oregon State University,Medical Lab Technologist,Classified Staff,Full-Time,$56679.00
58030,OUS - Oregon State University,Registered Nurse 1,Classified Staff,Full-Time,$56679.00
58030,OUS - Oregon State University,Administrator 3-Train&Org Dev,Executive/Admin and managerial,Full-Time,$56676.00
58030,OUS - Oregon State University,Consultant-Instr & Assess,Other professionals,Full-Time,$56664.00
58030,OUS - Oregon State University,Manager 1-Faclt/Ops Dept,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Administrator 3-Dept/Colg Mktg,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Manager 1-Faclt/Ops Dept,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Consultant-Hd Academic Advisor,Other professionals,Full-Time,$56664.00
58030,OUS - Oregon State University,Specialist 2-IT Res,Other professionals,Full-Time,$56664.00
58030,OUS - Oregon State University,Specialist 2-Network,Other professionals,Full-Time,$56664.00
58030,OUS - Oregon State University,Administrator 3-Operations,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$56664.00
58030,OUS - Oregon State University,Manager 1-Faclt/Ops Dept,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Administrator 3-Operations,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Specialist 2-Instruct Design,Other professionals,Full-Time,$56664.00
58030,OUS - Oregon State University,Manager 1-Academic Program,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Manager 1-Faclt/Ops Dept,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Supervisor-Dept Mktg,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Manager 1-Res Vessel Cptn,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Specialist 2-Instruct Design,Other professionals,Full-Time,$56664.00
58030,OUS - Oregon State University,Specialist 1-Psychologist,Other professionals,Full-Time,$56664.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$56664.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$56664.00
58030,OUS - Oregon State University,Officer-Immigration,Other professionals,Full-Time,$56664.00
58030,OUS - Oregon State University,Coordinator-Student Serv 2,Other professionals,Full-Time,$56664.00
58030,OUS - Oregon State University,Administrator 2-Dining,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Supervisor-Nuclear Reactor,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$56664.00
58030,OUS - Oregon State University,Officer-Compl 2,Other professionals,Full-Time,$56664.00
58030,OUS - Oregon State University,Assistant Professor (Clinical),Faculty,Full-Time,$56664.00
58030,OUS - Oregon State University,Manager 1-Dept Mktg,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Manager 1-Faclt/Ops Dept,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$56664.00
58030,OUS - Oregon State University,Manager 1-Outrch & Engag,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Manager 1-Res Vessel Cptn,Executive/Admin and managerial,Full-Time,$56664.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$56664.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$56655.00
58030,OUS - Oregon State University,Officer-Contracts,Other professionals,Full-Time,$56652.00
58030,OUS - Oregon State University,Officer-Contracts,Other professionals,Full-Time,$56652.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$56640.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$56628.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$56583.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$56568.00
58030,OUS - Oregon State University,Supervisor-Dept Mktg,Executive/Admin and managerial,Full-Time,$56568.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$56568.00
58030,OUS - Oregon State University,Info Technology Consultant,Classified Staff,Full-Time,$56544.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$56520.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$56520.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$56520.00
58030,OUS - Oregon State University,Office Manager 1,Executive/Admin and managerial,Full-Time,$56520.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$56484.00
58030,OUS - Oregon State University,Executive Assistant,Other professionals,Full-Time,$56364.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$56364.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$56280.00
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,$56259.00
58030,OUS - Oregon State University,Coordinator-Student Serv 2,Other professionals,Full-Time,$56256.00
58030,OUS - Oregon State University,Supervisor-Finance,Executive/Admin and managerial,Full-Time,$56244.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$56232.00
58030,OUS - Oregon State University,Specialist 1-PT,Other professionals,Full-Time,$56214.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$56196.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$56138.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$56124.00
58030,OUS - Oregon State University,Librarian,Faculty,Full-Time,$56100.00
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,$56064.00
58030,OUS - Oregon State University,Executive Assistant,Other professionals,Full-Time,$56028.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$56028.00
58030,OUS - Oregon State University,Specialist 2-University Press,Other professionals,Full-Time,$56016.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$56007.00
58030,OUS - Oregon State University,Consultant-BSG QA Engineer,Other professionals,Full-Time,$56004.00
58030,OUS - Oregon State University,Specialist 2-Res Comm,Other professionals,Full-Time,$56004.00
58030,OUS - Oregon State University,Specialist 2-Instruct Design,Other professionals,Full-Time,$56004.00
58030,OUS - Oregon State University,Administrative Assistant To,Other professionals,Full-Time,$56004.00
58030,OUS - Oregon State University,Administrator 2-Acad Intl Prog,Executive/Admin and managerial,Full-Time,$56004.00
58030,OUS - Oregon State University,Administrative Assistant To,Other professionals,Full-Time,$55980.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$55968.00
58030,OUS - Oregon State University,Executive Assistant,Other professionals,Full-Time,$55956.00
58030,OUS - Oregon State University,Electrician,Classified Staff,Full-Time,$55908.00
58030,OUS - Oregon State University,Electrician,Classified Staff,Full-Time,$55908.00
58030,OUS - Oregon State University,Electrician,Classified Staff,Full-Time,$55908.00
58030,OUS - Oregon State University,Executive Assistant,Other professionals,Full-Time,$55872.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$55764.00
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,$55728.00
58030,OUS - Oregon State University,Coordinator-Outreach Program,Other professionals,Full-Time,$55728.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$55728.00
58030,OUS - Oregon State University,Consultant-HR 2,Other professionals,Full-Time,$55716.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$55706.00
58030,OUS - Oregon State University,Coordinator-Ext Relations,Other professionals,Full-Time,$55620.00
58030,OUS - Oregon State University,Coordinator-Student Serv 2,Other professionals,Full-Time,$55620.00
58030,OUS - Oregon State University,Executive Assistant,Other professionals,Full-Time,$55620.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$55620.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$55620.00
58030,OUS - Oregon State University,Executive Assistant,Other professionals,Full-Time,$55620.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$55620.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$55608.00
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,$55560.00
58030,OUS - Oregon State University,Consultant-Prog Assessment,Other professionals,Full-Time,$55560.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$55464.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$55428.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$55422.00
58030,OUS - Oregon State University,Coordinator-Health Educator,Other professionals,Full-Time,$55416.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$55404.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$55380.00
58030,OUS - Oregon State University,Registered Nurse 2,Classified Staff,Full-Time,$55370.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$55368.00
58030,OUS - Oregon State University,Consultant-Academic Advisor,Other professionals,Full-Time,$55320.00
58030,OUS - Oregon State University,Executive Assistant,Other professionals,Full-Time,$55260.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$55236.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$55200.00
58030,OUS - Oregon State University,Coordinator-Outreach Program,Other professionals,Full-Time,$55200.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$55200.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$55179.00
58030,OUS - Oregon State University,Equipment Systems Specialist,Classified Staff,Full-Time,$55128.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$55080.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$55080.00
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,$55035.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$55020.00
58030,OUS - Oregon State University,Consultant-BSG Dev Engineer,Other professionals,Full-Time,$55008.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$55008.00
58030,OUS - Oregon State University,Supervisor-Finance,Executive/Admin and managerial,Full-Time,$55008.00
58030,OUS - Oregon State University,Manager 1-Dept Mktg,Executive/Admin and managerial,Full-Time,$55008.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$55008.00
58030,OUS - Oregon State University,Manager 1-Faclt/Ops Dept,Executive/Admin and managerial,Full-Time,$55008.00
58030,OUS - Oregon State University,Coordinator-InterCultural Prog,Other professionals,Full-Time,$55008.00
58030,OUS - Oregon State University,Manager 1-Student Servs,Executive/Admin and managerial,Full-Time,$55008.00
58030,OUS - Oregon State University,Coordinator-Stren/Con Asst COA,Other professionals,Full-Time,$55008.00
58030,OUS - Oregon State University,Specialist 2-Recruiting,Other professionals,Full-Time,$55008.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$55008.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$55008.00
58030,OUS - Oregon State University,Officer-Compl 1,Other professionals,Full-Time,$55008.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$55008.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$54996.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$54996.00
58030,OUS - Oregon State University,Consultant-Hd Academic Advisor,Other professionals,Full-Time,$54972.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$54948.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$54948.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$54900.00
58030,OUS - Oregon State University,Consultant-Equity,Other professionals,Full-Time,$54900.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$54876.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$54810.00
58030,OUS - Oregon State University,Officer-HR,Other professionals,Full-Time,$54804.00
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,$54804.00
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,$54804.00
58030,OUS - Oregon State University,Coordinator-Student Program,Other professionals,Full-Time,$54768.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$54761.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$54744.00
58030,OUS - Oregon State University,Coordinator-Comm&Mktg,Other professionals,Full-Time,$54720.00
58030,OUS - Oregon State University,Info Technology Consultant,Classified Staff,Full-Time,$54696.00
58030,OUS - Oregon State University,Consultant-HR 2,Other professionals,Full-Time,$54696.00
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,$54684.00
58030,OUS - Oregon State University,Senior Faculty Research AsstII,Faculty,Full-Time,$54636.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$54624.00
58030,OUS - Oregon State University,Supervisor-Finance,Executive/Admin and managerial,Full-Time,$54600.00
58030,OUS - Oregon State University,Specialist 2-Campus Planner 1,Other professionals,Full-Time,$54600.00
58030,OUS - Oregon State University,Supervisor-Finance,Executive/Admin and managerial,Full-Time,$54600.00
58030,OUS - Oregon State University,Supervisor-Finance,Executive/Admin and managerial,Full-Time,$54600.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$54588.00
58030,OUS - Oregon State University,Consultant-HR 1,Other professionals,Full-Time,$54516.00
58030,OUS - Oregon State University,Coordinator-Res Program,Other professionals,Full-Time,$54504.00
58030,OUS - Oregon State University,Info Technology Consultant,Classified Staff,Full-Time,$54490.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$54480.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$54459.00
58030,OUS - Oregon State University,Administrator 3-Rec Sports,Executive/Admin and managerial,Full-Time,$54456.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$54444.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$54441.00
58030,OUS - Oregon State University,Administrative Assistant To,Other professionals,Full-Time,$54384.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$54384.00
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,$54336.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$54311.00
58030,OUS - Oregon State University,Administrator 3-Dining,Executive/Admin and managerial,Full-Time,$54300.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$54276.00
58030,OUS - Oregon State University,Specialist 1-Psychologist,Other professionals,Full-Time,$54234.00
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,$54204.00
58030,OUS - Oregon State University,Specialist 2-Univ Press 1,Other professionals,Full-Time,$54204.00
58030,OUS - Oregon State University,Coordinator-Outreach Program,Other professionals,Full-Time,$54180.00
58030,OUS - Oregon State University,Specialist 1-Legal Advisor,Other professionals,Full-Time,$54180.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$54096.00
58030,OUS - Oregon State University,Coordinator-Health Educator,Other professionals,Full-Time,$54084.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$54078.00
58030,OUS - Oregon State University,Supervisor-Patrol Sergeant,Executive/Admin and managerial,Full-Time,$54072.00
58030,OUS - Oregon State University,Physical Therapist,Classified Staff,Full-Time,$54017.00
58030,OUS - Oregon State University,Cartographer Prgm Specialist,Classified Staff,Full-Time,$54012.00
58030,OUS - Oregon State University,Accountant 1,Classified Staff,Full-Time,$54012.00
58030,OUS - Oregon State University,Accountant 2,Classified Staff,Full-Time,$54012.00
58030,OUS - Oregon State University,Co-Generation Engineer,Classified Staff,Full-Time,$54012.00
58030,OUS - Oregon State University,Co-Generation Engineer,Classified Staff,Full-Time,$54012.00
58030,OUS - Oregon State University,Senior Graphic Designer,Classified Staff,Full-Time,$54012.00
58030,OUS - Oregon State University,Accountant 1,Classified Staff,Full-Time,$54012.00
58030,OUS - Oregon State University,Environ Health Safety Pro 2,Classified Staff,Full-Time,$54012.00
58030,OUS - Oregon State University,Accountant 1,Classified Staff,Full-Time,$54012.00
58030,OUS - Oregon State University,Public Info Representative 2,Classified Staff,Full-Time,$54012.00
58030,OUS - Oregon State University,Fiscal Coordinator 1,Classified Staff,Full-Time,$54012.00
58030,OUS - Oregon State University,Administrative Assistant to,Other professionals,Full-Time,$54000.00
58030,OUS - Oregon State University,Consultant-HR 2,Other professionals,Full-Time,$54000.00
58030,OUS - Oregon State University,Specialist 2-Instructional,Other professionals,Full-Time,$54000.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$54000.00
58030,OUS - Oregon State University,Coordinator-Comm&Mktg,Other professionals,Full-Time,$54000.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$53964.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$53928.00
58030,OUS - Oregon State University,Professor,Faculty,Part-Time,$53899.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$53892.00
58030,OUS - Oregon State University,Coordinator-Outreach Program,Other professionals,Full-Time,$53880.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$53865.00
58030,OUS - Oregon State University,Operations Specialist,Classified Staff,Full-Time,$53856.00
58030,OUS - Oregon State University,Operations Specialist,Classified Staff,Full-Time,$53856.00
58030,OUS - Oregon State University,Info Technology Consultant,Classified Staff,Full-Time,$53808.00
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,$53798.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$53739.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$53736.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$53685.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$53580.00
58030,OUS - Oregon State University,Consultant-HR 2,Other professionals,Full-Time,$53580.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$53580.00
58030,OUS - Oregon State University,Consultant-Ath Counselor,Other professionals,Full-Time,$53580.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$53580.00
58030,OUS - Oregon State University,Manager 1-Univ Dgtl Mktg,Executive/Admin and managerial,Full-Time,$53580.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$53580.00
58030,OUS - Oregon State University,Specialist 2-Publications,Other professionals,Full-Time,$53580.00
58030,OUS - Oregon State University,Administrative Assistant To,Other professionals,Full-Time,$53580.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$53580.00
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,$53580.00
58030,OUS - Oregon State University,Consultant-HR 2,Other professionals,Full-Time,$53580.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$53580.00
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,$53556.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$53556.00
58030,OUS - Oregon State University,Trades/Maintenance Coordinator,Classified Staff,Full-Time,$53460.00
58030,OUS - Oregon State University,Trades/Maintenance Coordinator,Classified Staff,Full-Time,$53460.00
58030,OUS - Oregon State University,Trades/Maintenance Coordinator,Classified Staff,Full-Time,$53460.00
58030,OUS - Oregon State University,Trades/Maintenance Coordinator,Classified Staff,Full-Time,$53460.00
58030,OUS - Oregon State University,Trades/Maintenance Coordinator,Classified Staff,Full-Time,$53460.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$53379.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$53352.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$53307.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$53304.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$53262.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$53220.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$53208.00
58030,OUS - Oregon State University,Operations Specialist,Classified Staff,Full-Time,$53124.00
58030,OUS - Oregon State University,Electrician,Classified Staff,Full-Time,$53124.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$53091.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$53088.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$53052.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$53040.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$53040.00
58030,OUS - Oregon State University,Specialist 2-Instructional,Other professionals,Full-Time,$53028.00
58030,OUS - Oregon State University,Manager 1-Academic Program,Executive/Admin and managerial,Full-Time,$53028.00
58030,OUS - Oregon State University,Manager 1-Unit Administrator,Executive/Admin and managerial,Full-Time,$53016.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$53004.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$53004.00
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,$53001.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$52932.00
58030,OUS - Oregon State University,Associate Professor (Sr Res),Faculty,Part-Time,$52920.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$52907.00
58030,OUS - Oregon State University,Consultant-Hd Academic Advisor,Other professionals,Full-Time,$52896.00
58030,OUS - Oregon State University,Coordinator-Comm&Mktg,Other professionals,Full-Time,$52884.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$52860.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$52848.00
58030,OUS - Oregon State University,Office Manager 1,Executive/Admin and managerial,Full-Time,$52836.00
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,$52824.00
58030,OUS - Oregon State University,Office Manager 1,Executive/Admin and managerial,Full-Time,$52776.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$52752.00
58030,OUS - Oregon State University,Coordinator-Outreach Program,Other professionals,Full-Time,$52704.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$52638.00
58030,OUS - Oregon State University,Info Technology Consultant,Classified Staff,Full-Time,$52620.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$52572.00
58030,OUS - Oregon State University,Administrator 3-Conf Services,Executive/Admin and managerial,Full-Time,$52536.00
58030,OUS - Oregon State University,Manager 1-R&D Lab,Executive/Admin and managerial,Full-Time,$52524.00
58030,OUS - Oregon State University,Analyst-HRIS,Other professionals,Full-Time,$52512.00
58030,OUS - Oregon State University,Coordinator-Student Program,Other professionals,Full-Time,$52476.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$52416.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$52404.00
58030,OUS - Oregon State University,Coordinator-Health Educator,Other professionals,Full-Time,$52368.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$52248.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$52236.00
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,$52227.00
58030,OUS - Oregon State University,Consultant-Academic Advisor,Other professionals,Full-Time,$52212.00
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,$52200.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$52140.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$52140.00
58030,OUS - Oregon State University,Consultant-Ath Counselor,Other professionals,Full-Time,$52128.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$52011.00
58030,OUS - Oregon State University,Specialist 2-Mktg & Outreach,Other professionals,Full-Time,$52008.00
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,$52008.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$52008.00
58030,OUS - Oregon State University,Specialist 2-Instruct Design,Other professionals,Full-Time,$52008.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$52008.00
58030,OUS - Oregon State University,Consultant-HR 2,Other professionals,Full-Time,$52008.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$52008.00
58030,OUS - Oregon State University,Manager 1-Unit Administrator,Executive/Admin and managerial,Full-Time,$52008.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$51960.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$51912.00
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,$51900.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$51888.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$51876.00
58030,OUS - Oregon State University,Manager 1-Academic Program,Executive/Admin and managerial,Full-Time,$51864.00
58030,OUS - Oregon State University,Manager 1-Academic Program,Executive/Admin and managerial,Full-Time,$51864.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$51852.00
58030,OUS - Oregon State University,Specialist 2-Train & Dev 1,Other professionals,Full-Time,$51852.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$51840.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$51828.00
58030,OUS - Oregon State University,Consultant-Ath Counselor,Other professionals,Full-Time,$51756.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$51744.00
58030,OUS - Oregon State University,Coordinator-Rec Sports,Other professionals,Full-Time,$51732.00
58030,OUS - Oregon State University,Manager 1-Farm/Faclt,Executive/Admin and managerial,Full-Time,$51720.00
58030,OUS - Oregon State University,Coordinator-IT Project 1,Other professionals,Full-Time,$51696.00
58030,OUS - Oregon State University,Coordinator-Outreach Program,Other professionals,Full-Time,$51677.00
58030,OUS - Oregon State University,Administrative Assistant To,Other professionals,Full-Time,$51624.00
58030,OUS - Oregon State University,Office Manager 1,Executive/Admin and managerial,Full-Time,$51564.00
58030,OUS - Oregon State University,Refrigeration Mechanic,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Plumber,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Accountant 1,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Plumber,Classified Staff,Full-Time,$51540.00
58030,OUS - Oregon State University,Program Representative 1,Classified Staff,Full-Time,$51540.00
